titulo;nome;desc;cargo_deleg;org;org_detalhe;cargo_org;conf;pais;nline;fonte;id_org_dupla
H.E.;Marcela M. Nicodemos;"Ambassador of Brazil 
Permanent Representative to UNEP and UN-Habitat 
Permanent Mission of Brazil in Nairobi 
121 UN Crescent 
P. O. Box 30754 Nairobi 00100 KENYA";;MRE;Missão Permanente do Brasil junto à UNEP;"Ambassador; Permanent Representative";MP, MOP28;Brazil;1;Lista transcrita pelo secretariado;
Mr.;Rafael da Soler;"Third Secretary 
Division of Climate Change (DCLIMA) 
Ministry of Foreign Affairs 
Esplanada dos Ministérios, Bloco H, Anexo II, Sala 204 
Brasilia, DF 70170-900 
BRAZIL";;MRE;Divisão de Mudanças Climáticas;Third Secretary;MP, MOP28;Brazil;2;Lista transcrita pelo secretariado;
Mrs.;Magna Luduvice;"National Ozone Unit Officer 
Management of the Ozone Layer Protection 
Department of Climate Change 
Ministry of Environment 
SEPN 505 Bloco B sala 303 
Brasilia/DF 70730-542 
BRAZIL";;MMA;Departamento de Mudanças Climáticas, Gerência de Proteção da Camada de Ozônio, Unidade Nacional de Ozônio;Unit Officer;MP, MOP28;Brazil;3;Lista transcrita pelo secretariado;
Mrs.;Gabriela Lira ;"Environmental Analyst 
Management of the Ozone Layer Protection 
Department of Climate Change 
Ministry of Environment 
SEPN 505 Bloco B sala 303 
Brasilia/DF 70730-542 
BRAZIL";;MMA;Departamento de Mudanças Climáticas, Gerência de Proteção da Camada de Ozônio;Environmental Analyst;MP, MOP28;Brazil;4;Lista transcrita pelo secretariado;
H.E. Ms.;Mitzi Costa;"Ambassador
Permanent Delegation of Brazil to ICAO";;MRE;Delegação Permanente do Brasil junto à ICAO;Ambassador;MP, MOP29;Brazil;1;Lista transcrita pelo secretariado;
Mr.;Luis Henrique Sacchi Guadagnin;"Alternate Representative
Permanent Delegation of Brazil to ICAO";;MRE;Delegação Permanente do Brasil junto à ICAO;Alternate Representative;MP, MOP29;Brazil;2;Lista transcrita pelo secretariado;
Ms.;Patricia Soares Leite;Ministry of Foreign Affairs;;MRE;;;MP, MOP29;Brazil;3;Lista transcrita pelo secretariado;
Ms.;Luciana Caitano;"Environmental Analyst
Board of Environmental Quality IBAMA
Esplanada dos Ministerios, Bloco B, 5º andar
Brasilia/DF 70818-900
BRAZIL";;IBAMA;Diretoria de Qualidade Ambiental;Environmental Analyst;MP, MOP29;Brazil;4;Lista transcrita pelo secretariado;
Mr.;Guilherme do Prado Lima;"Second Secretary
Permanent Delegation of Brazil to ICAO";;MRE;Delegação Permanente do Brasil junto à ICAO;Second Secretary;MP, MOP29;Brazil;5;Lista transcrita pelo secretariado;
Ms.;Gabriela Lira;"Environmental Analyst
Department of Monitoring, Finance and Support, Secretariat of Climate Change and Forestry
Ministry of the Environment";;MMA;Departamento de Monitoramento, Apoio e Fomento de Ações em Mudança do Clima, Secretaria de Mudanças Climáticas e Florestas;Environmental Analyst;MP, MOP29;Brazil;6;Lista transcrita pelo secretariado;
Ms.;Magna Luduvice;"National Ozone Unit Officer
Department of Monitoring, Finance and Support, Secretariat of Climate Change and Forestry
Ministry of the Environment";;MMA;Unidade Nacional de Ozônio, Departamento de Monitoramento, Apoio e Fomento de Ações em Mudança do Clima, Secretaria de Mudanças Climáticas e Florestas;Unit Officer;MP, MOP29;Brazil;7;Lista transcrita pelo secretariado;
H.E. Mr.;Fernando José Marroni de Abreu;"Ambassador
Permanent Representative of Brazil to FAO, IFAD and WFP
Ministry of Foreign Affairs of Brazil";;MRE;Missão Permanente do Brasil junto à FAO, IFAD e WFP;"Ambassador; Permanent Representative";MP, MOP31;Brazil;1;Lista transcrita pelo secretariado;
Mr.;Paulo Cezar Rotella Braga;"First Secretary
Division of Environment II
Ministry of Foreign Affairs of Brazil";;MRE;Divisão de Meio Ambiente II;First Secretary;MP, MOP31;Brazil;2;Lista transcrita pelo secretariado;
Ms.;Lucianara Andrade Fonseca;"Second Secretary
Alternate Permanent Representative of Brazil to FAO, WFP and IFAD
Ministry of Foreign Affairs of Brazil";;MRE;Missão Permanente do Brasil junto à FAO, IFAD e WFP;"Second Secretary; Alternate Permanent Representative";MP, MOP31;Brazil;3;Lista transcrita pelo secretariado;
